Unnamed: 0,highlightedComments,highlightedCommentsActivityCounts,text,commentUrl,totalReactionCount,likeCount,appreciationCount,empathyCount,InterestCount,praiseCount,commentsCount,repostsCount,postUrl,postedAt,urn,author,company,article
16,"('Con-grad-ulations to you and all of your classmates! You deserve to celebrate.',)","({'text': 'Con-grad-ulations to you and all of your classmates! You deserve to celebrate.', 'totalReactionCount': 18, 'likeCount': 16, 'empathyCount': 2},)","Education, opportunity, and economic mobility are inextricably linked. That’s one of the reasons I love commencement ceremonies so much—even though I never had one of my own: Because they mark the start of a new stage in life for everyone involved, one with more possibility and potential than before. And seeing the pride on the faces of students and families is always a highlight. But I’m particularly excited to address the 2023 graduates of Northern Arizona University's College of Engineering, Informatics, and Applied Sciences and College of the Environment, Forestry, and Natural Sciences because the school has become a national leader in addressing one of the biggest challenges facing higher education today: the value students receive from their college degrees.",https://www.linkedin.com/feed/update/urn:li:ugcPost:7061796921991970819?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7061796921991970819%2C7061813550150791169%29&replyUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7061796921991970819%2C7062459497004335104%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287061813550150791169%2Curn%3Ali%3AugcPost%3A7061796921991970819%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%287062459497004335104%2Curn%3Ali%3AugcPost%3A7061796921991970819%29,3533,3189,32.0,142,47.0,122,324,132.0,https://www.linkedin.com/feed/update/urn:li:activity:7062459562540347393/,1yr,7061796921991970819,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},"{'title': 'Why I’m going to Northern Arizona University', 'subtitle': 'Bill Gates on LinkedIn • 4 min read', 'link': 'https://www.linkedin.com/pulse/why-im-going-northern-arizona-university-bill-gates?trackingId=TS0%2Bl3Ph3387Sh2gStFN6g%3D%3D'}"
17,"('Thanks for having me, Kevin. I had a lot of fun chatting about the holy grail of computer science.',)","({'text': 'Thanks for having me, Kevin. I had a lot of fun chatting about the holy grail of computer science.', 'totalReactionCount': 29, 'likeCount': 25, 'appreciationCount': 1, 'InterestCount': 1, 'praiseCount': 2},)","Over the last few months, I’ve had the opportunity to meet with Bill Gates on a few occasions to talk about this unique moment within the history of computing and what the current AI revolution means for the future. Bill has had a front row view as we’ve moved through the PC revolution and the Internet revolution, and it was an honor to have him join me on #BehindTheTech. During our conversation, we reflected on our recent talks and discussed the latest in AI research, including the release of GPT-4, how AI is evolving his philanthropic work, how past technology revolutions have led us to where we are today, his love of reading, and so much more. Take a listen (https://lnkd.in/g5fgAjXB) or watch on YouTube (https://lnkd.in/gpTCd3bS). I am excited to hear what you all think!",https://www.linkedin.com/feed/update/urn:li:activity:7044037921305214977?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7044037921305214977%2C7044829779212058625%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287044829779212058625%2Curn%3Ali%3Aactivity%3A7044037921305214977%29,1009,928,3.0,32,33.0,13,54,89.0,https://www.linkedin.com/feed/update/urn:li:activity:7044829789920141312/,1yr,7044037921305214977,"{'firstName': 'Kevin', 'lastName': 'Scott', 'username': 'jkevinscott', 'url': 'https://www.linkedin.com/in/jkevinscott'}",{},"{'title': 'Behind the Tech Podcast with Kevin Scott - Microsoft', 'subtitle': 'microsoft.com', 'link': 'https://www.microsoft.com/en-us/behind-the-tech?SilentAuth=1'}"
18,"('It was great meeting you, Sedonia! Keep up the good work.',)","({'text': 'It was great meeting you, Sedonia! Keep up the good work.', 'totalReactionCount': 158, 'likeCount': 138, 'appreciationCount': 1, 'empathyCount': 13, 'praiseCount': 6},)","I met Bill Gates. Wow. Appreciative of his many years of philanthropy, and grateful for the scholarship that got me here!",https://www.linkedin.com/feed/update/urn:li:activity:7039770829634633728?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7039770829634633728%2C7040162827340304384%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287040162827340304384%2Curn%3Ali%3Aactivity%3A7039770829634633728%29,1291,1170,4.0,58,2.0,56,10,10.0,https://www.linkedin.com/feed/update/urn:li:activity:7040162860689227777/,1yr,7039770829634633728,"{'firstName': 'Sedonia', 'lastName': 'Davis', 'username': 'sedoniadavis', 'url': 'https://www.linkedin.com/in/sedoniadavis'}",{},{}
19,"('What we’ve heard from educators may sound like your own experiences in school: It can be hard for students to see how math relates to the rest of their lives. That’s why, in the new year, the Gates Foundation is doubling down on funding math instructional materials to keep students engaged:\xa0https://gatesnot.es/3PWBIpl',)","({'text': 'What we’ve heard from educators may sound like your own experiences in school: It can be hard for students to see how math relates to the rest of their lives. That’s why, in the new year, the Gates Foundation is doubling down on funding math instructional materials to keep students engaged:\xa0https://gatesnot.es/3PWBIpl', 'totalReactionCount': 702, 'likeCount': 613, 'appreciationCount': 8, 'empathyCount': 35, 'InterestCount': 2, 'praiseCount': 40, 'maybeCount': 4},)",Students who pass this subject by 9th grade are twice as likely to graduate from high school and more likely to go on to college. Check your answer here: https://lnkd.in/gegwDpKA,https://www.linkedin.com/feed/update/urn:li:ugcPost:7013533518290968577?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7013533518290968577%2C7013998885433995265%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287013998885433995265%2Curn%3Ali%3AugcPost%3A7013533518290968577%29,11054,10226,52.0,113,358.0,70,1847,488.0,https://www.linkedin.com/feed/update/urn:li:activity:7013998923677646848/,1yr,7013533518290968577,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},{}
20,"('Thanks for having me! Seeing the universal Al Robotics platform in action was incredible.',)","({'text': 'Thanks for having me! Seeing the universal Al Robotics platform in action was incredible.', 'totalReactionCount': 268, 'likeCount': 237, 'appreciationCount': 3, 'empathyCount': 15, 'praiseCount': 12, 'maybeCount': 1},)","We had a special visitor at Covariant headquarters last week…Bill Gates!

Bill challenged the Covariant Brain — our AI Robotics platform — by arranging polybagged apparel items chaotically into one bin, and tiny cylindrical eyeliner pencils into another. 

Not to be thwarted, the Covariant Brain quickly analyzed the totes, found the optimal grasp points, and directed the robots to pick all the items successfully, with accuracy and ease.

Our robots can handle virtually any item you – or Bill Gates – throw at them. Thanks again to Bill for stopping by to experience the future of AI and robotic automation.",https://www.linkedin.com/feed/update/urn:li:activity:6990714510474919936?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6990714510474919936%2C6990791162236198913%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286990791162236198913%2Curn%3Ali%3Aactivity%3A6990714510474919936%29,2960,2767,16.0,77,8.0,89,56,92.0,https://www.linkedin.com/feed/update/urn:li:activity:6990791175947378689/,1yr,6990714510474919936,{},"{'name': 'Covariant', 'url': 'https://www.linkedin.com/company/covariant-ai/', 'urn': 'urn:li:fsd_company:18927753'}",{}
21,"('It was an honor and a privilege. Thanks for coming!',)","({'text': 'It was an honor and a privilege. Thanks for coming!', 'totalReactionCount': 826, 'likeCount': 753, 'appreciationCount': 5, 'empathyCount': 37, 'praiseCount': 28, 'maybeCount': 3},)","Congratulations Bill Gates on your book launch today and also getting to meet my mum 😂 Thank you for the book, I’m really looking forward to reading it 📖 #GERM",https://www.linkedin.com/feed/update/urn:li:activity:6927725466363547648?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6927725466363547648%2C6928096674640723968%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286928096674640723968%2Curn%3Ali%3Aactivity%3A6927725466363547648%29,6166,5881,30.0,126,4.0,114,171,41.0,https://www.linkedin.com/feed/update/urn:li:activity:6928096704311218177/,2yr,6927725466363547648,"{'firstName': 'Jazz', 'lastName': 'Elphick-Pooley', 'username': 'jazz-ikhasi', 'url': 'https://www.linkedin.com/in/jazz-ikhasi'}",{},{}
22,"('Thank you, Noel. Coming together to catalyze breakthroughs in climate technologies is critical if we’re going to reach net zero.',)","({'text': 'Thank you, Noel. Coming together to catalyze breakthroughs in climate technologies is critical if we’re going to reach net zero.', 'totalReactionCount': 198, 'likeCount': 178, 'appreciationCount': 1, 'empathyCount': 10, 'InterestCount': 1, 'praiseCount': 8},)","A small number of green technologies will reshape the industrial landscape of the world over the next 5 to 10 years. I’m grateful for the opportunity for HSBC to be part of Breakthrough Energy Catalyst so we can help accelerate their development and make them scalable. I genuinely believe this ground breaking partnership can bring these much-needed clean solutions to market, and build a more sustainable world. I’m looking forward to working with Founder Bill Gates and the other investors and partners.",https://www.linkedin.com/feed/update/urn:li:activity:6893888481953665024?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6893888481953665024%2C6895512764228493312%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286895512764228493312%2Curn%3Ali%3Aactivity%3A6893888481953665024%29,1123,1079,7.0,16,1.0,18,66,1.0,https://www.linkedin.com/feed/update/urn:li:activity:6895512788073107456/,2yr,6893888481953665024,"{'firstName': 'Noel', 'lastName': 'Quinn', 'username': 'noel-quinn-hsbc', 'url': 'https://www.linkedin.com/in/noel-quinn-hsbc'}",{},{}
23,"('Thank you, Ursula von der Leyen. This partnership will help accelerate the deployment of critical climate technologies. I’m grateful for our continued collaboration.',)","({'text': 'Thank you, Ursula von der Leyen. This partnership will help accelerate the deployment of critical climate technologies. I’m grateful for our continued collaboration.', 'totalReactionCount': 342, 'likeCount': 299, 'appreciationCount': 10, 'empathyCount': 16, 'InterestCount': 1, 'praiseCount': 14, 'maybeCount': 2},)","Glad to launch the #EUCatalystPartnership with #BillGates / Breakthrough Energy and the European Investment Bank (EIB)'s Werner Hoyer.

This $1 billion programme will boost investments in climate technologies such as  sustainable aviation fuel. 

I can't wait to see the technologies emerging with the Catalyst!

Our official launch at COP26 - UN Climate Change Conference 👇",https://www.linkedin.com/feed/update/urn:li:ugcPost:6861338278512214017?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6861338278512214017%2C6861353261195137024%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286861353261195137024%2Curn%3Ali%3AugcPost%3A6861338278512214017%29,1912,1769,30.0,23,6.0,81,154,1.0,https://www.linkedin.com/feed/update/urn:li:activity:6861353358859493376/,2yr,6861338278512214017,"{'firstName': 'Ursula', 'lastName': 'von der Leyen', 'username': 'ursula-von-der-leyen', 'url': 'https://www.linkedin.com/in/ursula-von-der-leyen'}",{},{}
24,"('It’s deeply unfair that the people who contribute the least to climate change will suffer the worst from its effects. Rich countries are causing the majority of climate change, and they need to invest much more in adaptation.\n\xa0\nCGIAR and the Agriculture Innovation Mission for Climate are funding important research and innovation to help the world adapt to the already changing climate: https://b-gat.es/3bAU0c4',)","({'text': 'It’s deeply unfair that the people who contribute the least to climate change will suffer the worst from its effects. Rich countries are causing the majority of climate change, and they need to invest much more in adaptation.\n\xa0\nCGIAR and the Agriculture Innovation Mission for Climate are funding important research and innovation to help the world adapt to the already changing climate: https://b-gat.es/3bAU0c4', 'totalReactionCount': 32, 'likeCount': 27, 'appreciationCount': 1, 'empathyCount': 1, 'InterestCount': 1, 'praiseCount': 2},)","At this year’s UN Climate Conference, I’ll be talking about why I’m optimistic about our progress on climate change and the critical role that innovation will play: https://b-gat.es/2Y7w8di #GreenerTogether",https://www.linkedin.com/feed/update/urn:li:activity:6860669262751641600?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6860669262751641600%2C6860683441382551552%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6860669262751641600%2C6861006323476131840%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286860683441382551552%2Curn%3Ali%3Aactivity%3A6860669262751641600%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286861006323476131840%2Curn%3Ali%3Aactivity%3A6860669262751641600%29,15339,14507,151.0,297,46.0,298,657,598.0,https://www.linkedin.com/feed/update/urn:li:activity:6861006398931648512/,2yr,6860669262751641600,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},"{'title': 'Bill Gates: Funding clean technology is the way to avoid climate disaster | Free to read', 'subtitle': 'ft.com', 'link': 'https://b-gat.es/2Y7w8di'}"
25,"('By bringing the world together at #COP26, we can find more ways to accelerate the development and adoption of the clean technologies we need to reach net-zero emissions: https://gatesnot.es/3btu4PO',)","({'text': 'By bringing the world together at #COP26, we can find more ways to accelerate the development and adoption of the clean technologies we need to reach net-zero emissions: https://gatesnot.es/3btu4PO', 'totalReactionCount': 133, 'likeCount': 120, 'appreciationCount': 1, 'empathyCount': 4, 'InterestCount': 1, 'praiseCount': 3, 'maybeCount': 4},)","At this year’s UN Climate Conference, I’ll be talking about why I’m optimistic about our progress on climate change and the critical role that innovation will play: https://b-gat.es/2Y7w8di #GreenerTogether",https://www.linkedin.com/feed/update/urn:li:activity:6860669262751641600?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6860669262751641600%2C6860671131246977025%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286860671131246977025%2Curn%3Ali%3Aactivity%3A6860669262751641600%29,15339,14507,151.0,297,46.0,298,657,598.0,https://www.linkedin.com/feed/update/urn:li:activity:6860671200062914560/,2yr,6860669262751641600,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},"{'title': 'Bill Gates: Funding clean technology is the way to avoid climate disaster | Free to read', 'subtitle': 'ft.com', 'link': 'https://b-gat.es/2Y7w8di'}"
26,"('This #WorldPolioDay you can support Shumaila and other polio workers by donating to @Rotary’s fight against polio. Our foundation is giving a 2-to-1 match to every donation. Learn more: https://b-gat.es/3CcwL3R',)","({'text': 'This #WorldPolioDay you can support Shumaila and other polio workers by donating to @Rotary’s fight against polio. Our foundation is giving a 2-to-1 match to every donation. Learn more: https://b-gat.es/3CcwL3R', 'totalReactionCount': 216, 'likeCount': 196, 'appreciationCount': 5, 'empathyCount': 6, 'praiseCount': 9},)",The world needs heroes like Shumaila Rehmani. I’m inspired by the impact she’s making in her community to save lives and help #EndPolio.,https://www.linkedin.com/feed/update/urn:li:activity:6858059218268770304?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6858059218268770304%2C6858059546640830464%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286858059546640830464%2Curn%3Ali%3Aactivity%3A6858059218268770304%29,13148,12002,362.0,522,15.0,240,451,350.0,https://www.linkedin.com/feed/update/urn:li:activity:6858059624545849344/,2yr,6858059218268770304,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},"{'title': 'Going door to door, this hero brings the world closer to ending polio', 'subtitle': 'gatesnot.es', 'link': 'https://gatesnot.es/3BbyDbZ'}"
27,"('Thanks for your leadership. Partnerships like this will be key to accelerating the clean energy transition and reaching net-zero emissions by 2050.',)","({'text': 'Thanks for your leadership. Partnerships like this will be key to accelerating the clean energy transition and reaching net-zero emissions by 2050.', 'totalReactionCount': 28, 'likeCount': 23, 'appreciationCount': 1, 'empathyCount': 1, 'praiseCount': 2, 'maybeCount': 1},)","General Motors’ vision of a world with zero crashes, zero emissions and zero congestion is bold. One of the things that makes it so ambitious is becau",https://www.linkedin.com/feed/update/urn:li:ugcPost:6845720182082551808?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6845720182082551808%2C6845777103464538112%29&replyUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6845720182082551808%2C6845857681157185536%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286845777103464538112%2Curn%3Ali%3AugcPost%3A6845720182082551808%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286845857681157185536%2Curn%3Ali%3AugcPost%3A6845720182082551808%29,1544,1474,9.0,18,,41,58,43.0,https://www.linkedin.com/feed/update/urn:li:activity:6845857704712404992/,3yr,6845720182082551808,"{'firstName': 'Kristen', 'lastName': 'Siemen', 'username': 'kristen-siemen-9288551a', 'url': 'https://www.linkedin.com/in/kristen-siemen-9288551a'}",{},"{'title': 'General Motors joins Breakthrough Energy Catalyst to Advance Green Tech', 'subtitle': 'Kristen Siemen on LinkedIn • 2 min read', 'link': 'https://www.linkedin.com/pulse/general-motors-joins-breakthrough-energy-catalyst-advance-siemen?trackingId=49if4OIjnAzCDU1JWQL7jA%3D%3D'}"
28,"('Avoiding a climate disaster is going to take corporate leaders making courageous decisions now. Volkswagen AG has been doing important work to decarbonize the transportation and manufacturing sectors and I\xa0hope to work with you on building the markets for the clean technologies the world needs.',)","({'text': 'Avoiding a climate disaster is going to take corporate leaders making courageous decisions now. Volkswagen AG has been doing important work to decarbonize the transportation and manufacturing sectors and I\xa0hope to work with you on building the markets for the clean technologies the world needs.', 'totalReactionCount': 4313, 'likeCount': 3986, 'appreciationCount': 55, 'empathyCount': 83, 'InterestCount': 20, 'praiseCount': 154, 'maybeCount': 15},)","Bill Gates zeigt, wie die Bekämpfung des Klimawandels funktionieren kann! Lösungsansätze über alle Sektoren werden diskutiert: Transport, Landwirtschaft, Energie, Zement, Stahl. Ein „can do approach“ - wie man es aus Amerika erwarten kann. In vielen seiner Einschätzungen stimme ich mit ihm überein. Wir schöpfen die technischen Möglichkeiten noch lange nicht aus - und Klimaschutz muss nicht immer Verzicht bedeuten.
Ein wichtiger Vorschlag von Bill Gates, entscheidender Hebel für Effizienz beim Klimaschutz: ein sektorenübergreifender #CO2-Preis - eine Forderung die heute viele Wissenschaftler und verantwortungsbewusste Politiker teilen.

Gates sieht im Klimaschutz auch neue Geschäftsmöglichkeiten: Investitionen in Innovationen zum Klimaschutz - er engagiert sich mit eigenem Vermögen in zahlreichen Klimaschutz Startups.
Auch zahlreiche Anknüpfungspunkte zu Volkswagen AG Projekten wie Energiespeicherung, Carbon-Capturing, Skalierung verschiedener Technologien sind erkennbar.

Lesenswert, motivierend, #Klimaschutz ist eine Chance - auch wirtschaftlich - für Innovatoren.",https://www.linkedin.com/feed/update/urn:li:activity:6772510223245565953?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6772510223245565953%2C6773040509125439490%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286773040509125439490%2Curn%3Ali%3Aactivity%3A6772510223245565953%29,13202,12657,64.0,188,26.0,240,655,148.0,https://www.linkedin.com/feed/update/urn:li:activity:6773040521817415680/,3yr,6772510223245565953,"{'firstName': 'Herbert', 'lastName': 'Diess', 'username': 'herbertdiess', 'url': 'https://www.linkedin.com/in/herbertdiess'}",{},{}
29,"('We need concrete, practical solutions that give consumers choices while reducing emissions –\xa0The Good Food Institute does just that. I appreciated their collaboration on our Breakthrough Energy Corporate Climate Action Playbooks.',)","({'text': 'We need concrete, practical solutions that give consumers choices while reducing emissions –\xa0The Good Food Institute does just that. I appreciated their collaboration on our Breakthrough Energy Corporate Climate Action Playbooks.', 'totalReactionCount': 633, 'likeCount': 564, 'appreciationCount': 4, 'empathyCount': 31, 'InterestCount': 3, 'praiseCount': 31},)","Proud to have led The Good Food Institute's contribution to the federal climate policy playbook launched today by Bill Gates's Breakthrough Energy . Breakthrough Energy has enlisted scientists, entrepreneurs, and environmentalists to map out the most practical paths to reaching net-zero emissions by 2050, including open-access R&D for plant-based and cultivated proteins as well as GFI's other top alternative protein policy goals. Check out the playbook: https://lnkd.in/dZn3ZhP",https://www.linkedin.com/feed/update/urn:li:activity:6767175247679512576?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6767175247679512576%2C6768271402400288768%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286768271402400288768%2Curn%3Ali%3Aactivity%3A6767175247679512576%29,1409,1309,9.0,27,3.0,60,107,17.0,https://www.linkedin.com/feed/update/urn:li:activity:6768271440488734720/,3yr,6767175247679512576,"{'firstName': 'Elizabeth', 'lastName': 'Derbes', 'username': 'elizabeth-derbes-35471518', 'url': 'https://www.linkedin.com/in/elizabeth-derbes-35471518'}",{},{}
